,is_known_outlier,MSSubClass_20.0,MSSubClass_30.0,MSSubClass_40.0,MSSubClass_45.0,MSSubClass_50.0,MSSubClass_60.0,MSSubClass_70.0,MSSubClass_75.0,MSSubClass_80.0,MSSubClass_85.0,MSSubClass_90.0,MSSubClass_120.0,MSSubClass_150.0,MSSubClass_160.0,MSSubClass_180.0,MSSubClass_190.0,MSSubClass_nan,LotFrontage,LotFrontage_isbad,LotArea,LotArea_isbad,OverallQual,OverallQual_1to4,OverallQual_3to7,OverallQual_6to9,OverallQual_10,OverallCond,OverallCond_1to4,OverallCond_5,OverallCond_6to9,YearBuilt,YearBuilt_veryold,YearBuilt_verynew,YearRemodAdd,YearRemodAdd_bad,MasVnrArea,MasVnrArea_isbad,MasVnrType__BrkCmn,MasVnrType__BrkFace,MasVnrType__None,MasVnrType__Stone,MasVnrType__nan,TotalBsmtSF,BsmtFinType__ALQ,BsmtFinType__BLQ,BsmtFinType__GLQ,BsmtFinType__LwQ,BsmtFinType__Rec,BsmtFinType__Unf,BsmtFinType__nan,Street__Grvl,Street__Pave,Alley__Grvl,Alley__Pave,Alley__nan,LotShape__IR1,LotShape__IR2,LotShape__IR3,LotShape__Reg,LotShape__nan
542,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,11000,True,8,False,False,True,False,5,False,True,False,2000,False,False,2000,False,72.0,True,0,1,0,0,0,969.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
543,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,10140,False,7,False,True,True,False,5,False,True,False,1998,False,False,1999,False,0.0,True,0,0,1,0,0,1650.0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
544,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.0,False,4058,False,7,False,True,True,False,5,False,True,False,1998,False,False,1998,False,182.0,False,0,1,0,0,0,723.0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0
545,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.0,False,17104,False,7,False,True,True,False,5,False,True,False,2006,False,False,2006,False,0.0,True,0,0,1,0,0,654.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
546,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,True,13837,True,7,False,True,True,False,5,False,True,False,1988,False,False,1988,False,178.0,True,0,1,0,0,0,1204.0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0
547,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.0,False,8737,False,6,False,True,True,False,7,False,False,True,1923,False,False,1950,True,0.0,True,0,0,1,0,0,1065.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
548,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.0,False,7244,False,5,False,True,False,False,7,False,False,True,1970,False,False,1970,False,0.0,True,0,0,1,0,0,768.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
549,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,False,8235,False,5,False,True,False,False,7,False,False,True,1955,False,False,1995,False,0.0,True,0,0,1,0,0,825.0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
550,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.0,False,9375,False,7,False,True,True,False,5,False,True,False,2003,False,False,2004,False,0.0,True,0,0,1,0,0,912.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
551,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.0,False,4043,False,6,False,True,True,False,6,False,False,True,1977,False,False,1977,False,0.0,True,0,0,1,0,0,1069.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
552,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,False,6000,False,5,False,True,False,False,6,False,False,True,1957,False,False,1957,False,0.0,True,0,0,1,0,0,928.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
553,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,False,11146,False,8,False,False,True,False,5,False,True,False,2006,False,False,2006,False,250.0,False,0,0,0,1,0,1709.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
554,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,False,8777,False,4,True,True,False,False,5,False,True,False,1949,False,False,2003,False,0.0,True,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
555,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0,False,10625,False,7,False,True,True,False,5,False,True,False,2003,False,False,2004,False,292.0,False,0,1,0,0,0,998.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
556,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,False,6380,False,5,False,True,False,False,6,False,False,True,1922,False,False,1950,True,0.0,True,0,0,1,0,0,993.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
557,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,False,14850,False,5,False,True,False,False,5,False,True,False,1957,False,False,1957,False,0.0,True,0,0,1,0,0,1092.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
558,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,11040,False,4,True,True,False,False,6,False,False,True,1920,False,False,1950,True,0.0,True,0,0,1,0,0,637.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
559,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0,False,21872,False,7,False,True,True,False,5,False,True,False,1996,False,False,1997,False,0.0,True,0,0,1,0,0,729.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
560,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True,3196,True,7,False,True,True,False,5,False,True,False,2003,False,False,2004,False,18.0,True,0,1,0,0,0,1374.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
561,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,11341,True,5,False,True,False,False,6,False,False,True,1957,False,False,1996,False,180.0,True,0,1,0,0,0,1392.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
562,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,False,10010,False,5,False,True,False,False,5,False,True,False,1974,False,False,1975,False,0.0,True,0,0,1,0,0,1389.0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0
563,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,False,13907,False,5,False,True,False,False,6,False,False,True,1940,False,False,1969,False,0.0,True,0,0,1,0,0,996.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
564,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.0,False,21780,False,6,False,True,True,False,7,False,False,True,1918,False,False,1950,True,0.0,True,0,0,1,0,0,1163.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
565,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,13346,True,7,False,True,True,False,5,False,True,False,1992,False,False,2000,False,0.0,True,0,0,1,0,0,1095.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
566,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0,False,6858,False,6,False,True,True,False,4,True,False,False,1915,False,False,1950,True,0.0,True,0,0,1,0,0,806.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
567,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.0,False,11198,False,9,False,False,True,False,5,False,True,False,2005,False,False,2007,False,245.0,False,0,1,0,0,0,1122.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
568,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,False,10171,False,7,False,True,True,False,5,False,True,False,2004,False,False,2004,False,168.0,False,0,1,0,0,0,1517.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
569,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.0,False,12327,False,8,False,False,True,False,8,False,False,True,1983,False,False,2009,False,0.0,True,0,0,1,0,0,1496.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
570,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True,7032,True,5,False,True,False,False,5,False,True,False,1979,False,False,1979,False,0.0,True,0,0,1,0,0,943.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
571,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.0,False,13101,False,5,False,True,False,False,5,False,True,False,1965,False,False,1965,False,108.0,False,0,1,0,0,0,1728.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
572,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,7332,False,6,False,True,True,False,6,False,False,True,1959,False,False,1959,False,207.0,False,0,1,0,0,0,864.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
573,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.0,False,13159,False,7,False,True,True,False,5,False,True,False,2009,False,False,2009,False,0.0,True,0,0,1,0,0,846.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
574,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.0,False,9967,False,7,False,True,True,False,5,False,True,False,2000,False,False,2000,False,0.0,True,0,0,1,0,0,384.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
575,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.0,False,10500,False,5,False,True,False,False,7,False,False,True,1971,False,False,2005,False,82.0,False,0,1,0,0,0,372.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
576,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.0,False,8480,False,5,False,True,False,False,5,False,True,False,1947,False,False,1950,True,0.0,True,0,0,1,0,0,832.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
577,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.0,False,6292,False,7,False,True,True,False,7,False,False,True,1928,False,False,1950,True,0.0,True,0,0,1,0,0,861.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
578,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96.0,False,11777,False,5,False,True,False,False,6,False,False,True,1966,False,False,1966,False,97.0,False,0,1,0,0,0,1164.0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
579,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.0,False,3604,False,7,False,True,True,False,5,False,True,False,2007,False,False,2007,False,0.0,True,0,0,1,0,0,689.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
580,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.0,False,12150,False,5,False,True,False,False,5,False,True,False,1954,False,False,1954,False,335.0,False,0,1,0,0,0,1050.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
581,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,14585,True,6,False,True,True,False,6,False,False,True,1960,False,False,1987,False,85.0,True,0,1,0,0,0,1144.0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
582,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,False,12704,False,8,False,False,True,False,5,False,True,False,2008,False,False,2009,False,306.0,False,0,1,0,0,0,2042.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
583,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.0,False,11841,False,6,False,True,True,False,5,False,True,False,1990,False,False,1990,False,104.0,False,0,1,0,0,0,816.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
584,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.0,False,13500,False,10,False,False,False,True,9,False,False,True,1893,True,False,2000,False,0.0,True,0,0,1,0,0,1237.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
585,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.0,False,6120,False,4,True,True,False,False,7,False,False,True,1935,False,False,1995,False,0.0,True,0,0,1,0,0,884.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
586,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,False,11443,False,8,False,False,True,False,5,False,True,False,2005,False,False,2006,False,208.0,False,0,1,0,0,0,1868.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
587,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,False,10267,False,6,False,True,True,False,7,False,False,True,1918,False,False,2000,False,0.0,True,0,0,1,0,0,816.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
588,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74.0,False,8740,False,5,False,True,False,False,6,False,False,True,1982,False,False,1982,False,0.0,True,0,0,1,0,0,840.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
589,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,False,25095,False,5,False,True,False,False,8,False,False,True,1968,False,False,2003,False,0.0,True,0,0,1,0,0,1437.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
590,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,False,9100,False,5,False,True,False,False,6,False,False,True,1930,False,False,1960,False,0.0,True,0,0,1,0,0,742.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
591,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0,False,8320,False,7,False,True,True,False,5,False,True,False,2004,False,False,2004,False,0.0,True,0,0,1,0,0,770.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
592,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0,False,13478,False,10,False,False,False,True,5,False,True,False,2008,False,False,2008,False,420.0,False,0,0,0,1,0,1722.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
593,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,6600,False,5,False,True,False,False,8,False,False,True,1982,False,False,2003,False,0.0,True,0,0,1,0,0,816.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
594,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True,4435,True,6,False,True,True,False,5,False,True,False,2003,False,False,2003,False,170.0,True,0,1,0,0,0,848.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
595,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,False,7990,False,5,False,True,False,False,6,False,False,True,1975,False,False,1975,False,0.0,True,0,0,1,0,0,924.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
596,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,False,11302,False,8,False,False,True,False,5,False,True,False,2005,False,False,2006,False,238.0,False,0,1,0,0,0,1814.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
597,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.0,False,3600,False,6,False,True,True,False,7,False,False,True,1910,False,False,1993,False,0.0,True,0,0,1,0,0,684.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
598,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.0,False,3922,False,7,False,True,True,False,5,False,True,False,2006,False,False,2007,False,72.0,False,0,1,0,0,0,1258.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
599,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,False,12984,False,5,False,True,False,False,6,False,False,True,1977,False,False,1977,False,459.0,False,0,1,0,0,0,1430.0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0
600,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0,False,1950,False,6,False,True,True,False,6,False,False,True,1980,False,False,1980,False,0.0,True,0,0,1,0,0,716.0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
601,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,False,10927,False,8,False,False,True,False,5,False,True,False,2005,False,False,2005,False,280.0,False,0,1,0,0,0,1058.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
602,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0,False,9000,False,6,False,True,True,False,6,False,False,True,1937,False,False,1950,True,0.0,True,0,0,1,0,0,780.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
603,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,False,10041,False,8,False,False,True,False,5,False,True,False,1992,False,False,1992,False,0.0,True,0,0,1,0,0,908.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
604,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0,False,3182,False,7,False,True,True,False,5,False,True,False,2004,False,False,2005,False,0.0,True,0,0,1,0,0,600.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
605,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,False,12803,False,7,False,True,True,False,5,False,True,False,2002,False,False,2002,False,99.0,False,0,1,0,0,0,1494.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
606,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0,False,13600,False,7,False,True,True,False,6,False,False,True,1965,False,False,1990,False,176.0,False,0,1,0,0,0,768.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
607,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,False,12464,False,5,False,True,False,False,5,False,True,False,1996,False,False,1996,False,0.0,True,0,0,1,0,0,1040.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
608,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,7800,False,5,False,True,False,False,8,False,False,True,1948,False,False,2002,False,0.0,True,0,0,1,0,0,896.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
609,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.0,False,12168,False,8,False,False,True,False,6,False,False,True,1934,False,False,1998,False,0.0,True,0,0,1,0,0,965.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
610,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,False,7943,False,4,True,True,False,False,5,False,True,False,1961,False,False,1961,False,192.0,False,1,0,0,0,0,1029.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
611,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,11050,True,9,False,False,True,False,5,False,True,False,2000,False,False,2000,False,204.0,True,0,1,0,0,0,1440.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
612,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,True,10395,True,6,False,True,True,False,6,False,False,True,1978,False,False,1978,False,233.0,True,0,1,0,0,0,1032.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
613,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,11885,True,8,False,False,True,False,5,False,True,False,2001,False,False,2001,False,108.0,True,0,1,0,0,0,1299.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
614,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,False,8402,False,5,False,True,False,False,5,False,True,False,2007,False,False,2007,False,0.0,True,0,0,1,0,0,1120.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
615,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,False,1491,False,4,True,True,False,False,6,False,False,True,1972,False,False,1972,False,0.0,True,0,0,1,0,0,630.0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
616,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.0,False,8800,False,6,False,True,True,False,7,False,False,True,1963,False,False,1963,False,156.0,False,0,1,0,0,0,936.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
617,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,7861,True,6,False,True,True,False,5,False,True,False,2002,False,False,2003,False,0.0,True,0,0,1,0,0,783.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
618,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,False,7227,False,6,False,True,True,False,6,False,False,True,1954,False,False,1954,False,0.0,True,0,0,1,0,0,832.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
619,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,False,11694,False,9,False,False,True,False,5,False,True,False,2007,False,False,2007,False,452.0,False,0,1,0,0,0,1822.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
620,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0,False,12244,False,8,False,False,True,False,5,False,True,False,2003,False,False,2003,False,226.0,False,0,0,0,1,0,1482.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
621,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,8248,False,3,True,True,False,False,3,True,False,False,1914,False,False,1950,True,0.0,True,0,0,1,0,0,864.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
622,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.0,False,10800,False,6,False,True,True,False,7,False,False,True,1974,False,False,1997,False,0.0,True,0,0,1,0,0,1522.0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0
623,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,False,7064,False,5,False,True,False,False,6,False,False,True,1977,False,False,1977,False,153.0,False,0,1,0,0,0,980.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
624,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,True,2117,True,6,False,True,True,False,5,False,True,False,2000,False,False,2000,False,513.0,True,0,1,0,0,0,756.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
625,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,False,10400,False,6,False,True,True,False,5,False,True,False,1972,False,False,1972,False,288.0,False,0,0,1,0,0,732.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
626,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,False,10000,False,6,False,True,True,False,6,False,False,True,1962,False,False,1962,False,261.0,False,0,1,0,0,0,1116.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
627,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,12342,True,5,False,True,False,False,5,False,True,False,1960,False,False,1978,False,0.0,True,0,0,1,0,0,978.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
628,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.0,False,9600,False,6,False,True,True,False,6,False,False,True,1955,False,False,1972,False,164.0,False,0,1,0,0,0,1156.0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0
629,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.0,False,11606,False,5,False,True,False,False,5,False,True,False,1969,False,False,1969,False,192.0,False,0,1,0,0,0,1040.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
630,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0,False,9020,False,6,False,True,True,False,5,False,True,False,1964,False,False,1964,False,259.0,False,0,1,0,0,0,1248.0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0
631,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,False,9000,False,5,False,True,False,False,6,False,False,True,1880,True,False,1991,False,0.0,True,0,0,1,0,0,636.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
632,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.0,False,4590,False,8,False,False,True,False,5,False,True,False,2006,False,False,2006,False,108.0,False,0,0,0,1,0,1554.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
633,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,False,11900,False,7,False,True,True,False,5,False,True,False,1977,False,False,1977,False,209.0,False,0,1,0,0,0,1386.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
634,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,False,9250,False,5,False,True,False,False,7,False,False,True,1954,False,False,2005,False,0.0,True,0,0,1,0,0,1056.0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0
635,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.0,False,6979,False,6,False,True,True,False,5,False,True,False,1980,False,False,1980,False,0.0,True,0,0,1,0,0,1056.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
636,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,False,10896,False,6,False,True,True,False,7,False,False,True,1914,False,False,1995,False,0.0,True,0,0,1,0,0,1440.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
637,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,False,6120,False,2,True,False,False,False,3,True,False,False,1936,False,False,1950,True,0.0,True,0,0,1,0,0,264.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
638,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.0,False,6000,False,5,False,True,False,False,4,True,False,False,1954,False,False,1954,False,0.0,True,0,0,1,0,0,811.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
639,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,False,8777,False,5,False,True,False,False,7,False,False,True,1910,False,False,1950,True,0.0,True,0,0,1,0,0,796.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
640,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.0,False,3982,False,8,False,False,True,False,5,False,True,False,2006,False,False,2006,False,0.0,True,0,0,1,0,0,1520.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
641,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62.0,False,12677,False,8,False,False,True,False,5,False,True,False,2003,False,False,2004,False,472.0,False,0,1,0,0,0,1518.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
